Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase|cantidad_caracteres|proporcion_mayusculas|proporcion_letras|cantidad_tildes|cantidad_palabras|cantidad_palabras_cortas|proporcion_palabras_distintas|frecuencia_signos_puntuacion|cantidad_oraciones|utiliza_codigo_asignatura
quisiera saber porque razon no me permite la plataforma inscribirme  a las asignaturas, ya que me dice que no cumplo con los requisitos, quisiera saber que es lo que estaria adeudando para poder hacer efectiva la inscripcion. desde ya muchas gracias! |0|3|2|1|2019|3|8|0|0|1|25|gmail|Requisitos de Ingreso|251|0.0|0.8167330677290837|0|43|22|0.7674418604651163|0.01593625498007968|1|0
no me deja inscribirme a las cursadas. dice que no cumplo con los requisitos necesarios para confirmar mi inscripcion a cursadas |4|4|2|1|2018|3|7|0|0|1|3|gmail|Requisitos de Ingreso|129|0.0|0.8294573643410853|0|22|14|0.9090909090909091|0.007751937984496124|1|0
que tal, me comunico con ustedes ya que, quiero acceder al sitio servicios academicos, pongo mi legajo y contraseña para acceder y me dice el siguiente mensaje &quot; estudiante no cumple con los requisitos para acceder al sistema&quot; cuando durante un año ingrese al sistema, no se que pasó. gracias |2|3|12|2|2016|1|6|3|1|1|25|hotmail|Requisitos de Ingreso|303|0.0|0.8052805280528053|1|51|26|0.803921568627451|0.0231023102310231|1|0
hola, quisiera saber cuál es el problema que no puedo inscribirme a las materias del primer cuatrimestre? , si ya entregue todo lo requerido.  espero su respuesta, muchas gracias.  |6|3|2|1|2018|3|8|0|0|1|54|gmail|Requisitos de Ingreso|181|0.0|0.7955801104972375|1|32|17|0.9375|0.03314917127071823|2|0
buenas tardes. quería consultar a que se refiere la pagina web con &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot;, que es lo que me responde cuando selecciono para inscribirme en el 1&deg; cuatrimestre  |0|3|2|1|2019|2|7|0|0|0|54|gmail|Requisitos de Ingreso|254|0.0|0.7992125984251969|2|41|22|0.8536585365853658|0.027559055118110236|3|0
buen día! quiero anotarme en las cursadas del 1er cuatrimestre y no me deja, dice que no tengo los requisitos para poder anotarme. quisiera ver si me podrían ayudar! muchas gracias. julián. |0|3|2|1|2019|1|7|0|0|1|25|hotmail|Requisitos de Ingreso|190|0.0|0.7947368421052632|3|33|18|0.9393939393939394|0.031578947368421054|3|0
buenas tardes, quería consultar quise inscribirme a materias y cuando ingreso a información académica me figura que soy un estudiante inhabilitada, quisiera saber cómo puedo resolverlo o por que sucede esto, gracias |1|4|12|2|2016|2|3|3|1|1|3|hotmail|Requisitos de Ingreso|216|0.0|0.8379629629629629|4|33|12|0.9393939393939394|0.013888888888888888|1|0
hola buenas tardes.  quiero hacer la inscripción  a cursadas  pero  no puedo porque  no me acepta .  me dice  :ud  no cumple con los requisitos  necesarios  para confirmar  su inscripción a cursadas.  |1|3|2|1|2019|2|8|0|0|1|18|gmail|Requisitos de Ingreso|201|0.0|0.7611940298507462|2|45|30|0.6222222222222222|0.01990049751243781|3|0
qué tal? quería saber cuáles serían los requisitos que me faltan, para poder completarlos y anotarme a la cursada.  hace unas horas quise inscribirme pero me decía que no cumplía con los requisitos.  |0|3|2|1|2019|0|8|0|0|1|19|icloud|Requisitos de Ingreso|200|0.0|0.805|6|36|20|0.8611111111111112|0.02|2|0
hola buenas tardes, quería comunicarles que como sabrán mañana termina el ciclo para anotarse en las cursadas y yo todavía no pude hacerlo porque cada vez que lo intento me salta lo siguiente: &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; necesitaría su ayuda lo más rápido posible... desde ya muchas gracias |3|4|2|1|2018|1|6|0|0|1|5|gmail|Requisitos de Ingreso|361|0.0|0.8116343490304709|7|58|28|0.896551724137931|0.024930747922437674|5|0
hola,buenas tardes,quisiera saber que requisito me falta para poder inscribirme a las materias de la carrera.muchas gracias  |3|3|2|1|2019|2|8|1|1|1|3|gmail|Requisitos de Ingreso|125|0.0|0.832|0|19|9|0.9473684210526315|0.024|1|0
quiero anotarme en las materias y no puedo ingresar, me dice que no cumplu con los requisitos |2|1|3|1|2017|2|6|3|1|1|54|gmail|Requisitos de Ingreso|94|0.0|0.8085106382978723|0|18|11|0.9444444444444444|0.010638297872340425|1|0
hola hace dos años tuve que abandonar la carrera, por trabajo y quisiera retomarla que tramite puedo hacer. muchas gracias saludos  |4|4|2|1|2017|3|3|0|0|1|54|hotmail|Requisitos de Ingreso|132|0.0|0.8181818181818182|0|23|12|0.9130434782608695|0.015151515151515152|1|0
al momento de seleccionar la opcion de (inscripcion a cursadas) me dice que &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; que estaria faltando? |5|4|2|1|2019|3|7|0|0|1|43|gmail|Requisitos de Ingreso|196|0.0|0.8061224489795918|1|30|16|0.9|0.025510204081632654|2|0
no puedo ingresar a servicio académico para anotarme a los finales ni restablecer mi contraseña ya que me dice que soy alumno inhabilitado. no entiendo cual es el problema. gracias  |2|2|12|2|2016|1|6|3|1|1|2|hotmail|Requisitos de Ingreso|182|0.0|0.8186813186813187|1|32|19|0.875|0.01098901098901099|2|0
hola. quiero saber porque no puedo ingresar a mi perfil de estudiante,  me dice que no poseo los requisitos nesesarios   |1|4|11|2|2018|2|8|4|1|1|19|hotmail|Requisitos de Ingreso|121|0.0|0.7933884297520661|0|24|13|0.8333333333333334|0.01652892561983471|1|0
buenas tardes! cuando procedo a inscribir las materias a cursar me sale el siguiente mensaje ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas. quisiera saber que debo hacer para realizar la inscripción de las materias. me despido cordialmente de ustedes, esperando una respuesta satisfactoria a mi solicitud.  |0|3|2|1|2019|2|8|0|0|1|4|gmail|Requisitos de Ingreso|346|0.0|0.8294797687861272|2|54|26|0.8333333333333334|0.017341040462427744|4|0
hola ,intente ingresar al sistema para anotarme en las materias del próximo cuatrimestre y no pude que podría hacer? gracias.  |4|4|2|1|2017|3|5|3|1|1|27|hotmail|Requisitos de Ingreso|127|0.0|0.8110236220472441|2|22|12|0.9545454545454546|0.023622047244094488|1|0
hola. se a me imposibilita ingresar al acceso a información académico, vía web, ya que cuando quiero ingresar a mi cuenta (pongo los datos correctos) me sale un escrito que diciendo -&quot;el estudiante no cumple con los requisitos para ingresar al sistema&quot;-  me gustaría saber cual es el problema y como hago para solucionarlo. desde ya muchas gracias. att: pablo  |1|1|1|1|2017|2|4|3|1|1|5|hotmail|Requisitos de Ingreso|371|0.0|0.7951482479784366|4|63|34|0.7936507936507936|0.0215633423180593|3|0
hola queria sabes porque no me deja ingresar al sistema, me dice que no cumplo con los requisitos para ingresar. y me quiero anotar en las materias. |6|4|2|1|2017|1|6|3|1|1|54|hotmail|Requisitos de Ingreso|149|0.0|0.7986577181208053|0|28|17|0.8928571428571429|0.020134228187919462|2|0
hola, quiero inscribirme a los horarios de las materias. pero me salta un cartelito que dice que no cumplo con los requisitos necesarios. ayudenme por favor |0|3|2|1|2019|1|8|0|0|1|43|outlook|Requisitos de Ingreso|157|0.0|0.8152866242038217|0|27|15|0.9259259259259259|0.01910828025477707|2|0
no puedo lograr abrir mi perfil de estudiante  |2|3|12|2|2018|1|8|4|1|1|0|gmail|Requisitos de Ingreso|47|0.0|0.8085106382978723|0|10|5|0.9|0.0|1|0
hola, intento inscribirme a las materias pero cuando solicito las cursadas me dice este mensaje: ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas. por favor si me pueden ayudar se los agradezco.   |6|3|2|1|2018|3|7|0|0|1|2|hotmail|Requisitos de Ingreso|233|0.0|0.8111587982832618|1|40|22|0.85|0.02145922746781116|3|0
porque no puedo inscribirme para empezar a cursar ?  |3|3|2|1|2019|2|8|0|0|1|3|gmail|Requisitos de Ingreso|53|0.0|0.7924528301886793|0|11|6|0.9090909090909091|0.018867924528301886|1|0
saludos. quería preguntar por que no cuando quiero inscribirme a las materias me salta que no cumplo con los requisitos? |0|3|2|1|2019|0|8|0|0|1|2|gmail|Requisitos de Ingreso|121|0.0|0.8181818181818182|1|21|11|0.9047619047619048|0.01652892561983471|1|0
no me puedo anotar a las materias porque no cumplo los requisitos necesarios y no sabría cuáles son  |0|3|2|1|2019|1|7|0|0|0|17|hotmail|Requisitos de Ingreso|101|0.0|0.8118811881188119|2|20|11|0.85|0.0|1|0
queria saber porque no puedo entrar a mi legajo  |1|4|11|2|2016|2|5|3|1|1|4|yahoo|Requisitos de Ingreso|49|0.0|0.7959183673469388|0|11|5|0.9090909090909091|0.0|1|0
no puedo entrar a mi usuario para consular las fechas de exámenes. me dice que mi documento es incorrecto  |1|2|12|2|2016|3|5|3|1|1|5|gmail|Requisitos de Ingreso|107|0.0|0.8037383177570093|1|21|13|0.9047619047619048|0.009345794392523364|1|0
queria una nueva clave ya que la mia no me deja ingresar a consultar las fechas de finales, y cuando quise crear otra clave dice que estoy inhabilitado. muchas gracias, espero su respuesta |2|2|12|2|2016|1|6|3|1|1|3|hotmail|Requisitos de Ingreso|189|0.0|0.8095238095238095|0|34|17|0.9411764705882353|0.015873015873015872|1|0
me olvide la contraseña y la necesito para poder saber la fechas de finales |0|4|11|2|2018|1|7|4|1|0|3|facebook|Requisitos de Ingreso|76|0.0|0.8157894736842105|0|15|8|0.8666666666666667|0.0|1|0
me quiero reincorporar y mo se como hacer. que hago? |4|1|3|1|2017|0|6|3|1|1|3|outlook|Requisitos de Ingreso|53|0.0|0.7735849056603774|0|11|7|1.0|0.03773584905660377|1|0
por que no me puedo inscribir a las materias. es urgente. es el ultimo dia que puedo hacerlo |4|4|2|1|2018|2|7|0|0|1|27|gmail|Requisitos de Ingreso|93|0.0|0.7849462365591398|0|19|12|0.8421052631578947|0.021505376344086023|2|0
hola! me preguntaba por que no podia entrar a mi perfil, me aparece como estudiante inhabilitado cuando pido para cambiar mi clave. necesito ver si me cargaron bien las notas, es urgente!! |1|1|12|2|2018|3|7|4|1|1|43|gmail|Requisitos de Ingreso|189|0.0|0.798941798941799|0|33|18|0.9090909090909091|0.031746031746031744|1|0
buenos dias. no puedo ingresar a mi cuenta para inscribirme al final de matematica 1. me arroja un mjs diciendo que el usuario no cumple con los requisitos. ya tenia el usuario y ahora no me permite ingresar ni restablecer mi contraseña |5|2|12|2|2016|0|6|3|1|1|54|hotmail|Requisitos de Ingreso|237|0.0|0.8059071729957806|0|43|23|0.8372093023255814|0.012658227848101266|3|0
hola me dirigo a una consulta. porque no puedo ingresar por alumnos a las pagina a ver mi estado de estudiando.. muchas gracias  |6|3|12|2|2016|1|4|3|1|1|5|gmail|Requisitos de Ingreso|129|0.0|0.7906976744186046|0|25|14|0.88|0.023255813953488372|3|0
no puedo inscribirme en las materias del primer cuatrimestre. por favor necesito alguna respuesta ya que las fechas de inscripción están por terminar.  |2|4|2|1|2019|1|8|0|0|1|3|gmail|Requisitos de Ingreso|152|0.0|0.8289473684210527|2|25|12|0.88|0.013157894736842105|2|0
hola yo no puedo entrar para anotarme en los talleres y cambiar la clave nos por que  no puedo entrar  |1|4|11|2|2018|0|7|4|1|1|5|hotmail|Requisitos de Ingreso|103|0.0|0.7864077669902912|0|23|15|0.782608695652174|0.0|1|0
buenas tardes, queria hacerles una consulta, estoy intentando hacer la solicitud para inscribirme en las materias para el primer cuatrimestre y me dice que no puedo. como podria solucionarlo ? muchas gracias. |0|3|2|1|2019|3|8|0|0|1|27|gmail|Requisitos de Ingreso|209|0.0|0.8229665071770335|0|33|15|0.9696969696969697|0.023923444976076555|2|0
hola que tal? mi problema es que por razones personales tuve que dejar inef en el segundo cuatrimestre y no puedo ingresara a mi perfil. para ver mi situaciones academica. quiero saber si puedo rendir aunque sea una materia de manera libre, pero me dice: el estudiante no cumple con los requisitos para ingresar al sistema. espero respuesta y muchas gracias! |2|1|12|2|2016|1|7|3|1|1|43|gmail|Requisitos de Ingreso|359|0.0|0.8105849582172702|0|62|33|0.8548387096774194|0.019498607242339833|3|0
hola disculpe las molestias pero quería consultar porque no me deja entrar al perfil de estudiante , me dice que el estudiante no cumple los requisitos necesarios para ingresar . y nose porque es , gracias  |1|4|11|2|2018|0|7|4|1|0|5|hotmail|Requisitos de Ingreso|207|0.0|0.8067632850241546|1|38|23|0.8421052631578947|0.014492753623188406|1|0
hola, disculpen las molestias. tengo el problema de que a la hora de anotarme en las materias me aparece que no cumplo con los requisitos. &iquest;qué debo hacer? &iquest;acercarme a la administración o en caso de la de algún documento entregarlo y esperar 24hs para anotarme en las materias? |0|3|2|1|2019|3|8|0|0|1|54|gmail|Requisitos de Ingreso|293|0.0|0.7952218430034129|3|50|30|0.76|0.023890784982935155|2|0
&iquest;por qué no me puedo anotar a las materias de primer año? &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; |1|3|2|1|2019|3|8|0|0|1|54|gmail|Requisitos de Ingreso|163|0.0|0.7914110429447853|2|26|14|0.9230769230769231|0.03680981595092025|2|0
hola, por que la página me dice que no cumplo los requisitos para la incriocion a la cursada si yo me inscribi en octubre |0|3|2|1|2019|1|8|0|0|1|18|gmail|Requisitos de Ingreso|122|0.0|0.7950819672131147|1|25|17|0.84|0.00819672131147541|1|0
buenas tardes, quería consultar porque cuando pongo la solicitud de inscripción no me deja anotarme. gracias! espero su respuesta |0|3|2|1|2019|2|7|0|0|1|43|gmail|Requisitos de Ingreso|130|0.0|0.8307692307692308|2|20|7|1.0|0.023076923076923078|1|0
hola! quiero entrar a mi perfil de estudiante y me dice xe2x80x9cel estudiante no cumple con los requisitos para ingresar al sistemaxe2x80x9d. no se por qué. antes podía ingresar sin problemas. |1|4|11|2|2018|2|6|4|1|0|27|gmail|Requisitos de Ingreso|194|0.0|0.7783505154639175|2|32|17|0.90625|0.020618556701030927|3|0
que requizito me falta para cursar las materias? |1|4|2|1|2019|1|8|0|0|1|3|hotmail|Requisitos de Ingreso|49|0.0|0.8163265306122449|0|9|5|1.0|0.02040816326530612|1|0
hola buen dia, mi consulta es porque al querer ingresar a la inscripcion de la cursada, me aprece un cartel que dice que no cumplo con los requisios desde ya muchas gracias, saludos coordiales |0|3|2|1|2019|0|4|0|0|1|4|gmail|Requisitos de Ingreso|193|0.0|0.8082901554404145|0|35|20|0.9428571428571428|0.015544041450777202|1|0
hola no puedo ingresar a mi perfil cada vez que pongo mi clave dice estudiante inhabilitado y quiero saber por que no puedo ingresar gracias  |2|1|12|2|2016|1|6|3|1|1|5|gmail|Requisitos de Ingreso|142|0.0|0.8169014084507042|0|27|15|0.7777777777777778|0.0|1|0
buen día una consulta, cuando quiero inscribirme en las materias me sale un cartel que dice que no cumplo con los requisitos. porque? que hago? muchas gracias |0|3|2|1|2019|0|8|0|0|1|54|gmail|Requisitos de Ingreso|159|0.0|0.8050314465408805|1|28|16|0.9285714285714286|0.025157232704402517|1|0
porque no puedo anotarme a las materias? |0|3|2|1|2019|1|8|0|0|0|54|hotmail|Requisitos de Ingreso|41|0.0|0.8048780487804879|0|8|4|1.0|0.024390243902439025|1|0
buenos dias, curse la materia contabilidad superior, quedando regular y no me permite acceder al sistema para anotarme, gracias |2|1|12|2|2018|1|1|4|1|1|54|gmail|Requisitos de Ingreso|128|0.0|0.828125|0|20|7|1.0|0.0234375|1|0
motivo regularización de estudiante,  ya que no puedo inscribirme a alguna materia hace varias semanas |6|3|3|1|2019|2|3|1|1|1|55|gmail|Reincorporación|103|0.0|0.8349514563106796|1|17|8|0.9411764705882353|0.009708737864077669|1|0
hola, quiero saber como tengo que hacer para continuar la carrera tec.en comer exterior, y si me reconocen todas las materias aprobadas,estando libre. muchas gracias  |6|2|3|1|2016|3|2|1|1|1|24|hotmail|Reincorporación|167|0.0|0.8143712574850299|0|27|10|0.9629629629629629|0.029940119760479042|2|0
quiero ingresar a mi perfil y me aparece una leyenda diciendo que no estoy regular en la carrera y que tramite vía web la reincorporación, solo no me anoté en el primer cuatrimestre porque no era necesario y quiero cursar el segundo cuatrimestre  |0|5|7|1|2019|1|3|2|1|0|43|hotmail|Reincorporación|247|0.0|0.8178137651821862|3|45|25|0.7333333333333333|0.004048582995951417|1|0
hola queria saber por una reincorporacion ya mande el mensaje pasaron las 24 hs y no se me abilito el usuario nueva mente |1|1|3|1|2019|1|4|2|1|1|17|gmail|Reincorporación|122|0.0|0.7950819672131147|0|24|14|0.9583333333333334|0.0|1|0
buenas noches: mi condicion es libre. necesito saber que debo hacer para volver a anotarme en las cursadas. gracias |0|4|1|1|2017|3|3|1|1|1|3|hotmail|Reincorporación|116|0.0|0.8103448275862069|0|20|9|1.0|0.02586206896551724|2|0
solicito la reincorporacion al sistema, se me vencio la solicitud.  gracias!  |1|4|4|1|2018|2|2|2|1|1|6|hotmail|Reincorporación|78|0.0|0.7948717948717948|0|14|8|0.7857142857142857|0.038461538461538464|1|0
hola. quería consultarles la razón por la que perdí la regularidad. yo después de mucho tiempo sin poder ir a la universidad me re-inscribí a finales de 2017 y comencé en el 2018. pude cursar un par de materias pero las tuve que dejar por poco tiempo para estudio. espero su respuesta.si la respuesta es vía mail mejor para mi, ya que estoy trabajando de 8 a 18hs. muchas gracias. matias. |6|3|3|1|2019|3|2|1|1|1|1|hotmail|Reincorporación|389|0.0|0.7634961439588689|7|72|42|0.8055555555555556|0.02313624678663239|8|0
en esta via de comunicacion figuro como libre me falta rendir planeamiento para finalizar la carrera en cs de la educacion necesito inscribirme en julio consulte la regularidad y figuraba hasta febrero de. 2018 que debo reañizar para inscribirme en la materia |4|2|12|2|2017|2|1|1|1|1|0|hotmail|Reincorporación|260|0.0|0.8192307692307692|0|43|23|0.7906976744186046|0.0038461538461538464|1|0
